wage;educ;exper;tenure;nonwhite;female;married;numdep;smsa;northcen;south;west;construc;ndurman;trcommpu;trade;services;profserv;profocc;clerocc;servocc;lwage;expersq;tenursq
4.570000172;14;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1.519513249;9;0
12.5;18;6;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;2.525728703;36;4
3.450000048;12;6;5;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1.238374233;36;25
4.630000114;12;16;1;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1.532556891;256;1
10;12;31;2;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;2.302585125;961;4
2.920000076;11;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1.071583629;1;0
4.510000229;12;5;2;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1.506297231;25;4
6.5;17;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.871802211;9;0
7.5;16;11;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2.014903069;121;0
3.539999962;13;6;7;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1.264126658;36;49
4.199999809;13;11;3;0;1;1;2;1;1;0;0;0;0;0;1;0;0;0;1;0;1.435084462;121;9
3.50999999;12;7;2;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1.255616069;49;4
4.5;14;5;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1.504077435;25;0
3.349999905;14;5;4;0;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1.208960295;25;16
2.910000086;11;2;2;0;0;0;2;1;1;0;0;0;0;0;1;0;0;0;0;1;1.068153143;4;4
5.25;10;44;7;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1.65822804;1936;49
4.050000191;8;44;25;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1.398716927;1936;625
3.75;14;13;0;0;1;1;3;1;1;0;0;0;0;0;1;0;0;0;1;0;1.321755886;169;0
3.400000095;12;26;15;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1.223775506;676;225
3;10;2;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;1.098612309;4;1
6.289999962;17;10;3;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1.838961005;100;9
2.539999962;9;2;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0.932164073;4;0
4.5;12;35;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;1.504077435;1225;0
3.130000114;12;6;5;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1.141033053;36;25
6.360000134;14;8;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1.850028396;64;1
4.679999828;16;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1.543298125;1;0
6.800000191;12;14;10;0;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1.916922688;196;100
8.529999733;10;14;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.143589258;196;36
4.170000076;0;22;10;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1.42791605;484;100
3.75;14;8;4;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1.321755886;64;16
11.10000038;15;1;4;0;1;0;2;0;0;1;0;0;0;0;0;0;1;0;1;0;2.406945229;1;16
3.25999999;16;15;5;1;1;1;2;1;0;1;0;0;0;0;1;0;0;1;0;0;1.181727171;225;25
9.130000114;12;14;12;0;0;1;3;1;0;1;0;0;1;0;0;0;0;1;0;0;2.211565733;196;144
4.5;11;37;10;0;0;1;2;1;0;1;0;0;1;0;0;0;0;0;0;0;1.504077435;1369;100
3;11;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1.098612309;1;1
8.75;12;4;4;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;2.169053793;16;16
4.139999866;13;29;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1.420695782;841;0
2.869999886;12;45;8;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1.054311991;2025;64
3.349999905;13;22;0;0;1;0;2;0;1;0;0;0;0;0;1;0;0;0;1;0;1.208960295;484;0
6.079999924;16;42;10;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1.805004716;1764;100
3;15;9;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1.098612309;81;0
4.199999809;16;8;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1.435084462;64;0
5.599999905;15;31;15;0;1;0;2;1;1;0;0;0;0;0;0;0;1;0;0;1;1.722766638;961;225
10;12;24;24;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;2.302585125;576;576
12.5;18;16;5;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;2.525728703;256;25
3.75999999;6;6;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;1.324418902;36;0
3.099999905;6;14;0;1;1;0;5;1;0;1;0;0;0;0;1;0;0;0;1;0;1.131402135;196;0
4.289999962;12;47;25;0;1;1;2;1;0;1;0;0;1;0;0;0;0;0;1;0;1.456286669;2209;625
10.92000008;12;34;5;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;2.390595913;1156;25
7.5;16;6;2;0;1;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;2.014903069;36;4
4.050000191;9;7;4;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1.398716927;49;16
4.650000095;12;27;2;0;0;1;3;1;0;1;0;0;0;0;0;0;0;0;0;1;1.536867261;729;4
5;11;24;5;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1.609437943;576;25
2.900000095;10;18;0;0;1;1;2;0;0;1;0;0;0;0;1;0;0;0;1;0;1.064710736;324;0
8;12;12;3;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.079441547;144;9
8.430000305;8;27;3;0;0;1;3;1;0;1;0;0;1;0;0;0;0;0;0;0;2.131796837;729;9
2.920000076;9;49;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1.071583629;2401;0
6.25;17;4;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1.83258152;16;0
6.25;16;24;2;0;1;1;2;1;0;0;1;0;0;0;0;0;1;1;0;0;1.83258152;576;4
5.110000134;11;3;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1.631199479;9;0
4;10;2;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1.386294365;4;0
4.440000057;8;29;11;0;0;1;3;0;0;1;0;0;0;0;1;0;0;1;0;0;1.490654349;841;121
6.880000114;13;34;21;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1.92861867;1156;441
5.429999828;14;10;3;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1.691939116;100;9
3;13;5;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;1.098612309;25;0
2.900000095;11;2;0;0;1;0;2;1;0;1;0;0;0;0;1;0;0;1;0;0;1.064710736;4;0
6.25;7;39;21;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1.83258152;1521;441
4.340000153;16;5;2;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1.467874408;25;4
3.25;12;14;2;0;1;1;2;0;0;1;0;0;0;1;0;0;0;0;1;0;1.178655028;196;4
7.260000229;13;8;2;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1.982379913;64;4
6.349999905;14;10;1;0;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1.848454833;100;1
5.630000114;16;2;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1.728109479;4;4
8.75;14;9;3;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;2.169053793;81;9
3.200000048;11;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1.163150787;1;0
3;8;45;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.098612309;2025;1
3;14;33;3;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1.098612309;1089;9
12.5;17;21;18;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;0;0;2.525728703;441;324
2.880000114;10;2;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;0;1;0;1.057790279;4;0
3.349999905;12;9;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1.208960295;81;1
6.5;12;33;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.871802211;1089;4
10.38000011;18;16;2;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;2.339880943;256;4
4.5;14;10;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1.504077435;100;0
10;18;9;8;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;2.302585125;81;64
3.809999943;12;8;1;0;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;1;1.337629199;64;1
8.800000191;16;9;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;2.174751759;81;1
9.420000076;14;23;0;0;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;2.242835045;529;0
6.329999924;12;23;8;0;0;1;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1.845300198;529;64
4;9;22;18;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.386294365;484;324
2.900000095;12;37;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1.064710736;1369;0
20;12;22;4;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;2.995732307;484;16
11.25;17;28;25;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;2.420368195;784;625
3.5;12;14;0;1;1;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;1.252762914;196;0
6;15;19;4;0;1;1;2;1;0;1;0;0;0;0;0;0;1;0;0;1;1.791759491;361;16
14.38000011;17;10;9;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;2.665838242;100;81
6.360000134;16;25;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1.850028396;625;0
3.549999952;12;21;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1.266947627;441;0
3;15;32;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1.098612309;1024;0
4.5;16;21;10;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1.504077435;441;100
6.630000114;12;36;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1.891604781;1296;0
9.300000191;15;2;2;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;2.230014324;4;4
3;12;11;0;0;1;1;2;1;0;1;0;0;0;0;1;0;0;1;0;0;1.098612309;121;0
3.25;12;40;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1.178655028;1600;4
1.5;12;11;1;0;1;1;2;0;1;0;0;0;0;0;0;0;1;0;0;1;0.405465096;121;1
5.900000095;12;9;7;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1.774952412;81;49
8;16;23;4;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;2.079441547;529;16
2.900000095;11;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1.064710736;1;0
3.289999962;14;30;13;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1.19088757;900;169
6.5;14;41;33;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1.871802211;1681;1089
4;13;6;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1.386294365;36;0
6;14;11;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1.791759491;121;0
4.079999924;12;43;17;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1.406096935;1849;289
3.75;12;39;2;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1.321755886;1521;4
3.049999952;8;50;24;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1.11514163;2500;576
3.5;12;26;20;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1.252762914;676;400
2.920000076;3;51;30;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1.071583629;2601;900
4.5;11;3;9;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1.504077435;9;81
3.349999905;15;3;1;0;1;1;2;1;0;1;0;0;0;0;0;1;0;0;1;0;1.208960295;9;1
5.949999809;11;15;9;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1.783391237;225;81
8;12;17;6;0;0;1;2;0;0;1;0;0;0;0;1;0;0;1;0;0;2.079441547;289;36
3;4;36;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1.098612309;1296;0
5;9;31;9;1;0;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;1.609437943;961;81
5.5;12;9;4;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1.704748034;81;16
2.650000095;12;42;10;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0.974559665;1764;100
3;11;3;0;0;1;0;2;1;0;0;1;0;0;0;1;0;0;0;0;0;1.098612309;9;0
4.5;12;37;14;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1.504077435;1369;196
17.5;16;23;22;0;0;1;3;1;0;0;1;0;0;0;1;0;0;1;0;0;2.862200975;529;484
8.180000305;13;21;5;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;2.1016922;441;25
9.090000153;15;11;12;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;2.207175016;121;144
11.81999969;16;35;13;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;2.469793081;1225;169
3.25;12;42;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1.178655028;1764;0
4.5;12;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1.504077435;9;0
4.5;12;13;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1.504077435;169;0
3.710000038;9;14;7;0;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;1.311031938;196;49
6.5;10;14;11;0;0;1;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1.871802211;196;121
2.900000095;12;39;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1.064710736;1521;1
5.599999905;11;11;8;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;1.722766638;121;64
2.230000019;8;28;3;0;0;1;4;0;0;1;0;0;0;0;0;0;1;1;0;0;0.802001595;784;9
5;6;18;0;0;1;1;3;1;0;0;1;0;0;0;1;0;0;0;0;1;1.609437943;324;0
8.329999924;16;6;2;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;2.11986351;36;4
2.900000095;12;26;1;0;1;0;4;1;0;1;0;0;0;0;1;0;0;0;1;0;1.064710736;676;1
6.25;12;21;6;0;0;1;3;1;0;1;0;0;0;0;1;0;0;1;0;0;1.83258152;441;36
4.550000191;16;34;2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1.515127301;1156;4
3.279999971;12;17;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1.187843442;289;4
2.299999952;10;2;0;0;1;0;4;1;1;0;0;0;0;0;1;0;0;0;0;1;0.832909107;4;0
3.299999952;13;5;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.1939224;25;0
3.150000095;13;1;0;0;1;0;4;1;1;0;0;0;0;1;0;0;0;0;1;0;1.147402525;1;0
12.5;14;40;30;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;2.525728703;1600;900
5.150000095;16;39;21;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1.63899672;1521;441
3.130000114;10;1;1;0;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;1;1.141033053;1;1
7.25;12;14;5;0;0;1;3;1;0;0;1;0;0;1;0;0;0;0;0;0;1.981001496;196;25
2.900000095;12;2;2;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1.064710736;4;4
1.75;11;2;1;0;0;0;2;1;0;0;1;0;0;0;1;0;0;0;0;1;0.559615791;4;1
2.890000105;0;42;0;0;1;1;2;0;0;0;1;0;0;0;0;1;0;0;0;0;1.061256528;1764;0
2.900000095;5;34;0;0;1;1;5;0;0;0;1;0;1;0;0;0;0;0;0;0;1.064710736;1156;0
17.70999908;16;10;3;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;2.874129295;100;9
6.25;16;4;3;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1.83258152;16;9
2.599999905;9;4;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0.955511391;16;0
6.630000114;15;21;3;0;1;1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;1.891604781;441;9
3.5;12;31;3;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1.252762914;961;9
6.5;12;20;14;0;0;1;3;1;0;0;1;0;0;0;1;0;0;0;0;0;1.871802211;400;196
3;12;36;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1.098612309;1296;1
4.380000114;13;7;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1.477048755;49;0
10;12;15;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;2.302585125;225;0
4.949999809;7;25;17;0;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1.599387527;625;289
9;17;7;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;2.197224617;49;0
1.429999948;12;17;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0.35767442;289;0
3.079999924;12;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1.124929547;9;1
9.329999924;14;12;11;0;0;1;3;0;0;0;0;0;0;0;0;0;1;1;0;0;2.233235121;144;121
7.5;12;18;5;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;2.014903069;324;25
4.75;13;47;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1.558144569;2209;1
5.650000095;12;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1.731655598;4;0
15;16;14;2;0;1;1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;2.708050251;196;4
2.269999981;10;2;0;0;1;0;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0.819779813;4;0
4.670000076;15;13;18;0;0;1;3;0;0;0;1;1;0;0;0;0;0;1;0;0;1.541159034;169;324
11.56000042;16;5;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2.447551012;25;1
3.5;14;5;4;1;1;0;2;0;0;0;1;0;0;0;0;0;1;0;1;0;1.252762914;25;16